source_site,crawled_at,listing_url,detail_url,external_id,name_raw,category_raw,phone_number
opga037.com,2026-02-19 01:17:48,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=845321&uptime=1771390304&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=3&bizName=%EA%B1%B4%EB%A7%88&_stx=%EA%B0%95%EB%82%A8-%E2%8F%A9%EB%B9%84%EB%88%84%EB%B2%94%EB%B2%85%E2%8F%AA&fin=Y,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=845321&uptime=1771390304&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=3&bizName=%EA%B1%B4%EB%A7%88&_stx=%EA%B0%95%EB%82%A8-%E2%8F%A9%EB%B9%84%EB%88%84%EB%B2%94%EB%B2%85%E2%8F%AA&fin=Y,845321,⏩비누범벅⏪,1인샵 | 건마 | 마사지 | 스웨디시 | 안마,010-9862-5133
opga037.com,2026-02-19 01:17:48,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=16213&uptime=1771376827&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=4&bizName=%EC%88%A0%EC%A7%91&_stx=%EA%B0%95%EB%82%A8-%E2%9D%A4%EF%B8%8F%EB%B2%A0%EB%A6%AC%EC%97%94%EA%B5%BF%E2%9D%A4%EF%B8%8F%ED%92%80%EC%8B%B8%EB%A1%B1%E2%9D%A4%EF%B8%8F%EA%B0%95%EC%B2%A0%EC%A4%91&fin=Y,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=16213&uptime=1771376827&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=4&bizName=%EC%88%A0%EC%A7%91&_stx=%EA%B0%95%EB%82%A8-%E2%9D%A4%EF%B8%8F%EB%B2%A0%EB%A6%AC%EC%97%94%EA%B5%BF%E2%9D%A4%EF%B8%8F%ED%92%80%EC%8B%B8%EB%A1%B1%E2%9D%A4%EF%B8%8F%EA%B0%95%EC%B2%A0%EC%A4%91&fin=Y,16213,❤️베리엔굿❤️풀싸롱❤️강철중,건마 | 마사지 | 안마,010-6484-2560
opga037.com,2026-02-19 01:17:48,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=3562160&uptime=1771396708&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=2&bizName=%ED%9C%B4%EA%B2%8C%ED%85%94&_stx=%EA%B0%95%EB%82%A8-%ED%95%98%EC%88%99%EC%A7%91%ED%9C%B4%EA%B2%8C%ED%85%94&fin=Y,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=3562160&uptime=1771396708&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=2&bizName=%ED%9C%B4%EA%B2%8C%ED%85%94&_stx=%EA%B0%95%EB%82%A8-%ED%95%98%EC%88%99%EC%A7%91%ED%9C%B4%EA%B2%8C%ED%85%94&fin=Y,3562160,하숙집휴게텔,건마 | 안마,010-9752-2920
opga037.com,2026-02-19 01:17:48,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=1822468&uptime=1771372563&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=3&bizName=%EA%B1%B4%EB%A7%88&_stx=%EA%B0%95%EB%82%A8-%EB%A7%88%EB%A7%88+%EC%8A%A4%ED%8C%8C&fin=Y,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=1822468&uptime=1771372563&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=3&bizName=%EA%B1%B4%EB%A7%88&_stx=%EA%B0%95%EB%82%A8-%EB%A7%88%EB%A7%88+%EC%8A%A4%ED%8C%8C&fin=Y,1822468,⏩비누범벅⏪,1인샵 | 건마 | 마사지 | 스웨디시 | 안마,010-2175-5524
opga037.com,2026-02-19 01:17:48,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=1846839&uptime=1771405670&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=1&bizName=%EC%98%A4%ED%94%BC&_stx=%EA%B0%95%EB%82%A8-%EB%AC%B4%EC%A7%80%EA%B0%9C&fin=Y,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=1846839&uptime=1771405670&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=1&bizName=%EC%98%A4%ED%94%BC&_stx=%EA%B0%95%EB%82%A8-%EB%AC%B4%EC%A7%80%EA%B0%9C&fin=Y,1846839,무지개,건마 | 안마,010-2254-9265
opga037.com,2026-02-19 01:17:48,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=1846906&uptime=1771405443&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=1&bizName=%EC%98%A4%ED%94%BC&_stx=%EA%B0%95%EB%82%A8-%EA%B3%B0%EB%8F%8C%EC%9D%B4%EB%84%A4&fin=Y,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=1846906&uptime=1771405443&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=1&bizName=%EC%98%A4%ED%94%BC&_stx=%EA%B0%95%EB%82%A8-%EA%B3%B0%EB%8F%8C%EC%9D%B4%EB%84%A4&fin=Y,1846906,무지개,건마 | 안마,010-5717-9138
opga037.com,2026-02-19 01:17:48,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=70983&uptime=1771429661&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=1&bizName=%EC%98%A4%ED%94%BC&_stx=%EA%B0%95%EB%82%A8-%EA%B0%95%EB%82%A8%EB%8F%84%ED%8C%8C%EB%AF%BC&fin=Y,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=70983&uptime=1771429661&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=1&bizName=%EC%98%A4%ED%94%BC&_stx=%EA%B0%95%EB%82%A8-%EA%B0%95%EB%82%A8%EB%8F%84%ED%8C%8C%EB%AF%BC&fin=Y,70983,무지개,건마 | 안마,010-8192-9136
opga037.com,2026-02-19 01:17:48,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=470343&uptime=1771402883&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=1&bizName=%EC%98%A4%ED%94%BC&_stx=%EA%B0%95%EB%82%A8-%EC%9E%84%ED%8C%A9%ED%8A%B8&fin=Y,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=470343&uptime=1771402883&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=1&bizName=%EC%98%A4%ED%94%BC&_stx=%EA%B0%95%EB%82%A8-%EC%9E%84%ED%8C%A9%ED%8A%B8&fin=Y,470343,무지개,건마 | 안마,010-8184-6063
opga037.com,2026-02-19 01:17:48,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=177740&uptime=1771416467&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=1&bizName=%EC%98%A4%ED%94%BC&_stx=%EA%B0%95%EB%82%A8-%EA%B0%95%EB%82%A8%EB%B8%8C%EB%9D%BC%EB%8D%94&fin=Y,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=177740&uptime=1771416467&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=1&bizName=%EC%98%A4%ED%94%BC&_stx=%EA%B0%95%EB%82%A8-%EA%B0%95%EB%82%A8%EB%B8%8C%EB%9D%BC%EB%8D%94&fin=Y,177740,무지개,건마 | 안마,010-8423-9584
opga037.com,2026-02-19 01:17:48,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=786781&uptime=1771428934&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=2&bizName=%ED%9C%B4%EA%B2%8C%ED%85%94&_stx=%EA%B0%95%EB%82%A8-%EB%8F%84%ED%8C%8C%EB%AF%BC&fin=Y,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=786781&uptime=1771428934&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=2&bizName=%ED%9C%B4%EA%B2%8C%ED%85%94&_stx=%EA%B0%95%EB%82%A8-%EB%8F%84%ED%8C%8C%EB%AF%BC&fin=Y,786781,하숙집휴게텔,건마 | 안마,010-2181-2589
